event_id,project_id,name,event_date,location,description
3185,143,Renewable Energy Exhibition,2021-04-15,"Cultural Center, Kostanay","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3186,238,Town Hall Meeting,2024-08-21,"Convention Center, Astana","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3187,144,Children's Day Celebration,2021-04-28,"University Auditorium, Aktobe","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3188,139,School Supply Distribution,2023-02-13,"University Auditorium, Taraz","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3189,282,Art Exhibition,2021-05-21,"Sports Complex, Oral","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3190,206,First Aid Training,2024-09-06,"Public Park, Oral","An outreach activity focused on service delivery, information dissemination, and building relationships with target populations."
3191,25,Cooking Class,2024-11-19,"City Hall, Atyrau","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3192,169,Entrepreneurship Workshop,2022-09-21,"University Auditorium, Astana","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3193,139,Family Planning Seminar,2020-07-10,"Sports Complex, Kostanay","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3194,73,Family Planning Seminar,2020-06-26,"Cultural Center, Aktau","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3195,75,Educational Seminar,2021-01-06,"Public Park, Oskemen","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3196,141,Agricultural Training,2023-12-09,"Convention Center, Pavlodar","An interactive session designed to educate participants, build capacity, and foster collaboration among community members."
3197,203,Renewable Energy Exhibition,2023-09-18,"Convention Center, Karaganda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3198,123,Town Hall Meeting,2023-12-05,"NGO Office, Petropavl","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3199,278,Renewable Energy Exhibition,2024-06-15,"Convention Center, Astana","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3200,125,Food Distribution,2022-07-24,"University Auditorium, Pavlodar","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3201,73,Children's Day Celebration,2022-07-24,"Conference Hall, Oskemen","A participatory event designed to empower attendees through training, resource provision, and networking opportunities."
3202,245,Renewable Energy Exhibition,2023-10-13,"Public Park, Aktau","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3203,167,Blood Donation Drive,2023-10-25,"Sports Complex, Almaty","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3204,107,Renewable Energy Exhibition,2022-11-20,"Town Square, Kyzylorda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3205,28,Disaster Preparedness Drill,2024-01-20,"University Auditorium, Astana","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3206,298,Vaccination Campaign,2022-04-20,"Convention Center, Semey","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3207,252,First Aid Training,2020-11-13,"Sports Complex, Shymkent","A strategic engagement opportunity to connect with stakeholders, showcase program results, and strengthen partnerships."
3208,96,Blood Donation Drive,2024-09-04,"City Hall, Kyzylorda","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3209,89,Community Health Fair,2023-03-28,"Community Center, Kyzylorda","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3210,6,Financial Literacy Seminar,2022-06-19,"Cultural Center, Oskemen","A community gathering to raise awareness, provide services, and engage stakeholders in meaningful dialogue about project goals."
3211,294,Community Health Fair,2022-05-03,"Town Square, Oral","A public event bringing together beneficiaries, volunteers, and supporters to celebrate achievements and mobilize resources."
3212,255,First Aid Training,2020-07-09,"Town Square, Oral","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3213,105,Mental Health Workshop,2020-04-14,"Public Park, Shymkent","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3214,253,Fundraising Gala,2020-08-06,"Conference Hall, Aktobe","An educational forum providing information, facilitating discussion, and promoting evidence-based practices."
3215,65,Anti-Trafficking Campaign,2024-08-04,"Town Square, Atyrau","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3216,28,Volunteer Orientation,2023-11-23,"Sports Complex, Oral","A celebratory gathering recognizing contributions, honoring achievements, and reinforcing organizational values."
3217,207,Scholarship Award Ceremony,2023-08-02,"Public Park, Astana","A collaborative event fostering innovation, sharing best practices, and strengthening the social impact ecosystem."
3218,102,Volunteer Orientation,2024-11-14,"NGO Office, Taraz","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
3219,298,Tree Planting Campaign,2021-04-13,"University Auditorium, Pavlodar","A mobilization activity aimed at generating support, raising funds, and increasing public awareness of critical issues."
